"Gene","logFC_12649","P_12649","logFC_21138","P_21138","logFC_53987","P_53987","MetaP","FDR","Direction","MeanLogFC"
"F3",0.480154014779465,0.011575530724375,0.533416903093576,0.0240917235780701,0.471617196666273,0.00265224654188907,8.48839818660241e-05,0.00452001907999893,"Consistent",0.495062704846438
"SUCLG2",0.256426212802455,0.0190712024246551,0.283501445683069,0.07062042296458,0.374712614633762,0.000551859874857034,8.52435832800878e-05,0.00452001907999893,"Consistent",0.304880091039762
"CNN3",0.271034269507442,0.143585999539216,0.386256875711375,0.0321080315612817,0.384927919949909,0.000165043151557774,8.69970567402982e-05,0.00452001907999893,"Consistent",0.347406355056242
"PIAS1",0.252609899215676,0.00303302461064114,0.0630640825534377,0.141582308208545,0.191262259812923,0.00190056625812404,9.24532484432283e-05,0.0045316046944494,"Consistent",0.168978747194012
"CTBP2",0.150529820523946,0.0062393587520127,0.251870869792807,0.00990279685543466,0.124668018437511,0.0130366358093056,9.14057639167388e-05,0.0045316046944494,"Consistent",0.175689569584755
"TMEM47",0.330614022028177,0.0137630627466208,0.248039328814855,0.0517581438608684,0.330371527011934,0.00112068010378839,9.06985882665853e-05,0.0045316046944494,"Consistent",0.303008292618322
"ACAP2",0.254376317753828,0.0327541508453047,0.0368936883061934,0.355712500991582,0.370934820906363,6.75473118759163e-05,8.95816978748291e-05,0.0045316046944494,"Consistent",0.220734942322128
"ESF1",0.0995875069454364,0.101907644581418,0.211764981704221,0.0131091659213896,0.347797486896057,0.000605247378024857,9.17077809819239e-05,0.0045316046944494,"Consistent",0.219716658515238
"ACAA2",-0.0904702258561603,0.116152576737482,0.294145686,0.0144430523535485,0.36382034690023,0.00048094420494768,9.15371701272184e-05,0.0045316046944494,"Mixed",0.18916526901469
"PAX6",0.193829160334729,0.122176664611003,0.424749875602709,0.0044764176392464,0.480701510071702,0.00142572368034312,8.88651370105086e-05,0.0045316046944494,"Consistent",0.366426848669713
"YBX3",-0.0944701826507002,0.212674497536407,0.602292106897989,0.00418464541676481,0.152988216032561,0.000946592009002139,9.5030661211849e-05,0.00461341231233544,"Mixed",0.22027004675995
"SLC4A7",0.186616508010062,0.000799563156913515,0.154438345356473,0.0321327896703515,0.1100852441665,0.0350223139246628,0.000100615208394819,0.00475282228643131,"Consistent",0.150380032511012
"MT1M",0.453520661223379,0.0304985996305671,0.556673416551474,0.0187459204027807,0.714001569282864,0.00157402350587308,0.000100625616195905,0.00475282228643131,"Consistent",0.574731882352572
"ABCA1",0.250449378391556,0.0213964192075444,0.257085784243338,0.0208116154210109,0.297728974594803,0.00215103053354251,0.00010621380964093,0.00489113932136853,"Consistent",0.268421379076566
"PDLIM5",0.118746627453534,0.0522225639875129,0.283622612379288,0.0275178384246095,0.358897989734308,0.000656375622656865,0.000104810686205243,0.00489113932136853,"Consistent",0.253755743189043
"AGT",0.373420063379756,0.0251173380282819,0.50492513457475,0.018867897509915,0.427169578739338,0.00217963605858042,0.000113387226716006,0.00509614770869968,"Consistent",0.435171592231281
"ID4",0.379770867258748,0.0189738310561962,0.416122561700639,0.0176290235286327,0.465381611609207,0.00313667084694909,0.000114927218480892,0.00514755048568383,"Consistent",0.420425013522865
"ITPR2",0.132742454923019,0.0564170235782137,0.235819406301257,0.037646970903891,0.317752088424016,0.000504226468559168,0.000116986028659246,0.00520387508991422,"Consistent",0.228771316549431
"PLOD2",0.25951508271108,0.0527199276803792,0.344596509069517,0.0423799622228274,0.446380952397712,0.000482678210729992,0.000117693490849318,0.00520636572170169,"Consistent",0.35016418139277
"PDE4DIP",0.214504554778255,0.0127441527283827,0.126758537484534,0.0416244620220006,0.29063114897334,0.00209389556042985,0.000120737047487168,0.00531611359257905,"Consistent",0.210631413745376
"NOTCH2NLA",0.283336556384478,0.00410600916981053,0.357420150086002,0.0870191413183555,0.27932225262118,0.00321269052502275,0.00012422060237926,0.0054298435114262,"Consistent",0.306692986363887
"ZBTB20",0.287648261206504,0.0529882557144332,0.325599003600757,0.0274814150488055,0.327453484517518,0.000790884038053914,0.000124574129371392,0.0054298435114262,"Consistent",0.313566916441593
"SESN1",0.211478319184701,0.00012188630319867,-0.066928126,0.406464814542007,0.145034544179916,0.0238814510671797,0.000127510295196545,0.00546725192374513,"Mixed",0.0965282457882058
"MBIP",0.144801683268002,0.000298242674201435,-0.069044437,0.47531017382472,0.141231802576191,0.00834827407553422,0.000127536941480851,0.00546725192374513,"Mixed",0.0723296829480644
"SEC14L1",0.191448956384487,0.00912623105531841,0.288694347339403,0.0125193693196894,-0.230057779487113,0.0105244647059344,0.000129307556356567,0.00552492055761661,"Mixed",0.0833618414122587
"SORBS1",0.200972039651063,0.00234486327698854,0.167991651444027,0.0646187040877176,0.187354775494565,0.00808266696073165,0.000131370302572897,0.00557093401569718,"Consistent",0.185439488863219
"DYNLT1",0.154759934272091,0.0369488459861314,0.242805237581281,0.00580725844583569,0.204637692291955,0.00570390033186641,0.000131295467876176,0.00557093401569718,"Consistent",0.200734288048442
"PLSCR4",0.376783416211322,0.0183008338147878,0.422025611982173,0.0355249462922941,0.481756852669695,0.00192711183762197,0.000133977198928586,0.00561364463510775,"Consistent",0.426855293621063
"ZHX2",0.151688745412175,0.168429251115953,0.301919904753435,0.00479202573869779,0.279328828382543,0.00158416295073121,0.000136348774054059,0.00567639175060314,"Consistent",0.244312492849384
"APOE",-0.120748731993134,0.0274762293958671,0.251921565955813,0.0173182944836973,0.241623815744877,0.00280222399296924,0.000141379273451504,0.00581222971208787,"Mixed",0.124265549902518
"CD81",0.120366696107572,0.0438080877539298,0.150935826959909,0.0878527805414272,0.195400409950677,0.000344915837277703,0.000140834695359634,0.00581222971208787,"Consistent",0.155567644339386
"IFITM3",0.183484290521962,0.258617768175849,0.319669816656225,0.0789276953361028,0.652691933680757,6.77593280303405e-05,0.000145914124439457,0.0058823089632461,"Consistent",0.385282013619648
"SIRT1",0.209642777140916,0.00147243743644685,0.0773675918510266,0.419045541966529,0.252018508399136,0.00229831904753623,0.000149092914551305,0.00592222589329328,"Consistent",0.179676292463693
"STK17B",0.0285340054676086,0.626630028459613,0.377169559034241,0.00156102998276022,0.523887429312314,0.00144889029602898,0.000149018786608271,0.00592222589329328,"Consistent",0.309863664604721
"ASF1A",0.245064105891357,0.0059412935459857,0.155970006620103,0.0821994514942945,0.181457238230351,0.00300793300615686,0.000153694244322022,0.00599934123847797,"Consistent",0.194163783580604
"IGF2BP2",0.184786931582487,0.0183898186306411,0.292419134993483,0.0137141660539539,0.226804541110972,0.00584987604828395,0.000154267455050554,0.00599934123847797,"Consistent",0.234670202562314
"H3-3B",0.147604891056691,0.0722591004104585,0.171656198357288,0.0550383080151208,0.219420696110898,0.000368749874430866,0.000153472125382658,0.00599934123847797,"Consistent",0.179560595174959
"NQO1",0.191712261562015,0.0793845418351269,0.305543935890786,0.00452259477965064,0.50343174731626,0.00432744432138556,0.000161298888659607,0.0062169473732927,"Consistent",0.333562648256354
"POT1",0.207589062798939,0.00343638470270169,-0.218550731,0.0506472602786937,0.133898084582616,0.00910590194151253,0.000164082340062496,0.00622076223929972,"Mixed",0.0409788054605183
"LIN7C",0.206176076847047,0.00432738131941868,0.0772675112543126,0.347372963484182,0.174084302103454,0.00106379332513009,0.000165355629574236,0.00622076223929972,"Consistent",0.152509296734938
"RYR3",0.287624153381931,0.00987039467200239,0.380458662487414,0.0188833977404202,0.302791802753584,0.00854835386049152,0.00016483789166729,0.00622076223929972,"Consistent",0.32362487287431
"ZNF148",0.139188662393957,0.022234854568037,0.201146864064023,0.14734427177042,-0.284128251799673,0.000494240763820229,0.000167144970476219,0.00622076223929972,"Mixed",0.0187357582194356
"RUFY3",0.147443888040575,0.0659145526310989,0.281314557527124,0.00179097272091648,0.214328861972431,0.0136310182472642,0.000166250001599399,0.00622076223929972,"Consistent",0.21436243584671
"EPHX1",0.238912702381494,0.0688284545453872,0.426627744421157,0.0155492956374616,0.45185719407902,0.00150197239140154,0.00016609911534278,0.00622076223929972,"Consistent",0.37246588029389
"GADD45B",0.166660394021756,0.450954184422844,0.131856928819133,0.0145659584637252,0.806088931297616,0.000239088756135054,0.000162801831688663,0.00622076223929972,"Consistent",0.368202084712835
"SMAD5",0.0326589019311694,0.555868540784268,0.191356577815291,0.0301348860582327,0.317538468213339,9.34143286483437e-05,0.000162293853500886,0.00622076223929972,"Consistent",0.180517982653266
"TRIM33",0.237881253113541,0.00186922382412351,0.123447458722837,0.110797591775989,-0.164581893749143,0.00814508037332083,0.000173141712280117,0.00631933204761116,"Mixed",0.0655822726957448
"MT1F",0.259551866053529,0.0198279674640812,0.302449347844432,0.0350303683438105,0.366160570383974,0.00242854127467786,0.000173135325453627,0.00631933204761116,"Consistent",0.309387261427312
"HEPH",0.375957457382308,0.0209346154109386,0.517534544564435,0.0390031746560926,0.439050149615714,0.00204817245467349,0.000171857692200539,0.00631933204761116,"Consistent",0.444180717187486
"HSPB1",0.165518179696807,0.365430835973057,0.605960279405792,0.00117574200650083,0.643825872877025,0.00392768618596116,0.00017319903063743,0.00631933204761116,"Consistent",0.471768110659875
"SLC1A4",0.138756377769559,0.0284423895234299,0.242435007001646,0.0111019861871823,0.219381722611939,0.00536213369313703,0.000173697614122547,0.00631977117601615,"Consistent",0.200191035794381
"TM2D1",0.197790216018854,0.0236767230132753,-0.263249979,0.0276883877683835,0.219402598746786,0.00259323308711732,0.000174303291906275,0.00632409345969443,"Mixed",0.0513142785885468
"MT1HL1",0.198072914089037,0.045784292089276,0.262407654490314,0.0276584658802562,0.348113932520118,0.00135540267944918,0.000175743396827131,0.00635858212085682,"Consistent",0.26953150036649
"AMMECR1",0.154629773828997,0.00159205615833387,-0.094787976,0.0277136368746819,0.156677115290615,0.0393038218565819,0.000177308202811559,0.00638195851205313,"Mixed",0.0721729710398709
"KDM5A",0.110362342877577,0.0382089914763952,0.405364799809609,0.0175579397568203,-0.239036721633007,0.00262912651516438,0.000179913913644209,0.00642005995693579,"Mixed",0.092230140351393
"ZNF280D",0.188679781156353,0.0109229415891216,0.264124183732934,0.022233213494783,0.137178667119155,0.00739828054161331,0.00018279551143001,0.00650501615880656,"Consistent",0.196660877336147
"TNIK",0.165997981951509,0.00657921347828479,0.28955380733094,0.0126236946307861,-0.175098809290757,0.0222299223446119,0.000187126694837283,0.00657895630700824,"Mixed",0.0934843266638974
"WFS1",0.189631646359734,0.0142149237065605,0.245578815060393,0.0107872453206116,0.212412601034985,0.0121372126940213,0.000188418796382098,0.00657895630700824,"Consistent",0.215874354151704
"TOR1AIP2",0.119255448489657,0.00870190179996044,-0.128492392,0.0118045354511652,0.112063339057699,0.0182430375988042,0.000189535963279158,0.00659928630355982,"Mixed",0.034275465182452
"ACOX1",-0.108747309172275,0.0563530825385233,0.284004362442349,0.00468571616291661,-0.147339994853436,0.00711782823361022,0.000190017174342241,0.00659928630355982,"Mixed",0.00930568613887926
"DZIP1",0.363216188401077,0.00129328181824467,0.133104943298175,0.256919638969002,0.207110161664781,0.00568083535532197,0.000190718649055205,0.00660598542020817,"Consistent",0.234477097788011
"PLPP3",0.480889520419799,0.00936947726245126,0.496882605671956,0.0471261072562428,0.508717180465057,0.00432046341560115,0.000192464786435489,0.00664873699736852,"Consistent",0.495496435518937
"MKNK1",0.152452536419002,0.00172044255101379,0.216494228544837,0.26475130572639,0.245481084620002,0.00437352836898636,0.000199760410179772,0.0067923768791232,"Consistent",0.204809283194613
"SCML1",0.0840252149454104,0.30606692400006,0.150859495147162,0.0422640390059204,0.228179717475416,0.000157959517491009,0.000204163524673798,0.00683474232471123,"Consistent",0.154354809189329
"AQP1",0.392305840299073,0.00607613408483023,0.635071260417808,0.0271802491883741,0.61658942714379,0.0125582910281858,0.000206795737009767,0.00686159292947854,"Consistent",0.547988842620224
"RPS6KA5",0.234094579663278,0.000148535853503715,-0.024786601,0.333423205320458,0.223848822215433,0.0432485642511001,0.000212593889957593,0.00693814582075169,"Mixed",0.144385600292904
"ACSL3",0.153320627291023,0.0318140952897266,-0.176117168,0.00930966837013724,0.172223070206318,0.00734839607384294,0.000215533128423874,0.00701644061427996,"Mixed",0.0498088431657805
"GJA1",0.702761771882608,0.00636873935713957,0.454273895302842,0.0528675805154247,0.483360148728707,0.0066536313220403,0.000220946824891769,0.00706866578453001,"Consistent",0.546798605304719
"MINK1",0.104333736377336,0.0418350703708746,0.109914425079828,0.020988104303128,0.202585611917364,0.00260504079269891,0.000224921651480242,0.00713478905724305,"Consistent",0.138944591124843
"UBR5",0.201704390067629,0.00375428781361452,0.209487995514458,0.0598529327508505,0.149948709617659,0.0105424555658126,0.000231787018512545,0.00728585267246509,"Consistent",0.187047031733249
"PMP2",0.188959647442672,0.160950050398197,0.391753012665044,0.00445436259444896,0.324715324541597,0.00328613912258074,0.000230694917476788,0.00728585267246509,"Consistent",0.301809328216438
"IGFBP7",0.316524007802657,0.0678644268569717,0.249507331673913,0.0420877235223936,0.422983359501416,0.00086087269410299,0.000239309657339234,0.00740332169322263,"Consistent",0.329671566325995
"SCARA3",-0.0192385465427654,0.819351990392185,0.257282837803119,0.00694067939927688,0.40684754637546,0.000435903107246965,0.000240980467091574,0.00742250474284434,"Mixed",0.214963945878605
"H2AZ2",0.208939878440008,0.0250228313903749,0.168111331644687,0.0488265513847659,0.205891144796749,0.00206926396669987,0.00024507797816192,0.00745186665332115,"Consistent",0.194314118293815
"CETN3",0.257431384229174,0.0273574302177896,0.226528296790462,0.0720103881720431,0.243973494095258,0.00128634045174454,0.000245570625980051,0.00745186665332115,"Consistent",0.242644391704965
"GABRA2",0.213604258718771,0.0438782964269984,0.145677736649631,0.27301726923887,0.310400162580553,0.000210309212801237,0.000244348908891664,0.00745186665332115,"Consistent",0.223227385982985
"ANKRD49",0.174502422717458,0.000674372253874669,0.143274426625543,0.0491651000749502,0.0829491220899765,0.0791832858788712,0.000253125513354826,0.00754093415817853,"Consistent",0.133575323810992
"FABP7",0.248560074510666,0.00166573142657245,0.15421952172229,0.0586984918322538,0.214881535284457,0.0268425128829281,0.000253058117425358,0.00754093415817853,"Consistent",0.205887043839137
"TTC28",0.136137088744039,0.00339975108924111,0.121184474945807,0.158340271297698,0.206701000558988,0.00489542696506165,0.000253944840121532,0.00754803095729651,"Consistent",0.154674188082945
"RAB31",0.22411049556502,0.0596036936208017,0.325597822429071,0.0102836638700664,0.24249246823482,0.00432429572519309,0.000255203358334292,0.00756811968357104,"Consistent",0.26406692874297
"PIR",0.239335593322225,0.0534882481508638,0.431855517703607,0.0108120781845663,0.360444225519831,0.0046269991453543,0.000257290027949731,0.00759531857508876,"Consistent",0.343878445515221
"ITPKB",0.291623609806132,0.0473589998155827,0.447650377361899,0.00775920552640035,0.329621047423155,0.0074581781704248,0.000262611227486664,0.00768256133744206,"Consistent",0.356298344863729
"CDK13",0.142835964636188,0.0156196941692071,0.0970969218614233,0.028053392107951,-0.187121127293799,0.00655761661153253,0.000273462830048157,0.00773624848731488,"Mixed",0.017603919734604
"FYN",0.224827302028502,0.0185917621078186,0.147485509363486,0.00932341101577803,0.17950417640272,0.0166330260848061,0.000274251816265371,0.00773624848731488,"Consistent",0.183938995931569
"C4A",0.314429711286611,0.0312839624135959,0.507288742462089,0.0192099261644868,0.552418647171493,0.0047979468516518,0.000274271387771051,0.00773624848731488,"Consistent",0.458045700306731
"LGALS3",0.256812410193339,0.0349958726947261,0.374585871499347,0.00682505301246291,0.273565737329488,0.0121351320851389,0.000275497353794177,0.00773624848731488,"Consistent",0.301654673007391
"ATP1A2",0.27932252409806,0.0417797266686485,0.297495397764362,0.0633832286407409,0.355089751813273,0.0010591038491877,0.000267851060094258,0.00773624848731488,"Consistent",0.310635891225231
"SON",0.111668027548228,0.108328525456757,0.157048699183816,0.0333994733887319,0.187858343426429,0.000816195149341852,0.000279932003159442,0.00773624848731488,"Consistent",0.152191690052824
"RRBP1",-0.0609433045151864,0.260577030897254,0.172740247222008,0.00844116648932302,0.260724904228136,0.00132207247843814,0.000276272415937929,0.00773624848731488,"Mixed",0.124173948978319
"YAP1",-0.00586884471103222,0.93719359271738,0.285313659540907,0.0179787328145783,0.478300096341231,0.000175004429907674,0.000279579995827495,0.00773624848731488,"Mixed",0.252581637057035
"CALCOCO2",0.127474403810313,0.0709492726123435,0.211926859105035,0.00701520642656794,0.224717152274005,0.006114617070056,0.000287234514478315,0.00789209013443678,"Consistent",0.188039471729784
"DDR1",0.121883763572491,0.246791674064889,0.300641278288776,0.0278557184250199,0.276695862752504,0.000442990630835522,0.000287393843528262,0.00789209013443678,"Consistent",0.233073634871257
"SERPINE2",0.182378533583172,0.0297862689972429,0.22785283774753,0.0163318697499392,0.172613707279353,0.00629684582650796,0.00028883172292977,0.00789817947186269,"Consistent",0.194281692870019
"PTPRZ1",0.313440335124678,0.0275408524387114,0.251532399527528,0.0901901596859399,0.228905339755885,0.00124815843294559,0.000291820562365186,0.00790501551985095,"Consistent",0.264626024802697
"SOX2",0.178412461536652,0.265400455341472,0.363683535033989,0.0216977439934896,0.437312928919471,0.000537087798530582,0.000291221234720876,0.00790501551985095,"Consistent",0.326469641830038
"GRAMD1C",0.204491214423984,0.01843768895498,0.407866207607036,0.0273557464934423,0.405113850698069,0.00617828576491386,0.00029309630970768,0.00790691874985177,"Consistent",0.339157090909697
"ARHGAP5",0.2158038734601,0.0332550471556683,0.215029220114806,0.0877266521603768,0.268223954935999,0.00108955568193349,0.000298106864196149,0.00795094467976134,"Consistent",0.233019016170302
"NEMF",0.198700619624405,0.0255159729598082,-0.186825003,0.0144214545661081,0.134512754726785,0.00869840305525639,0.000299884405312492,0.00798196422254909,"Mixed",0.0487961237837299
"KLHL24",0.144646567637294,0.0111300541994864,0.154527403687434,0.125395689410698,0.284133343340057,0.00230405406441935,0.00030107348075848,0.00798374412114488,"Consistent",0.194435771554929
"FAM107A",0.236577287728622,0.0250972526301049,0.360800782690241,0.00713997227460321,0.299921513448929,0.0187366331729612,0.000312376282465646,0.0081977918469945,"Consistent",0.299099861289264
"SMURF2",0.186126967042998,0.0309496845594083,0.409108369417177,0.00314710926910132,0.13889131229343,0.0345564729035746,0.000313042170768286,0.0081977918469945,"Consistent",0.244708882917869
"FKBP14",0.0847929806796124,0.0503708824237362,0.221150715527751,0.00874164001063682,0.181739169062611,0.00762832916768211,0.000312491532985751,0.0081977918469945,"Consistent",0.162560955089992
"CYBRD1",0.14576898731596,0.120854513782033,0.431442051870397,0.0275589612591403,0.458310494261168,0.00101553826474393,0.000314352292611252,0.0082027310827222,"Consistent",0.345173844482508
"ROCK1",0.0838688607810987,0.298516539088571,0.206128684263952,0.0507919780117907,0.263661423652833,0.000226580257512683,0.000318559186282626,0.00823628876024472,"Consistent",0.184552989565961
"NID1",0.0316387978394896,0.599081993094386,0.239501191699891,0.000719871901105846,0.200988665427527,0.0079775473375239,0.000318950900485264,0.00823628876024472,"Consistent",0.157376218322303
"CA12",0.137304784933137,0.0942296710431879,0.130796273063831,0.0172932787634342,0.385056644646843,0.0021504355428381,0.000323992240314902,0.00829152123159981,"Consistent",0.217719234214604
"FAM120C",-0.100875308114923,0.0163698048415852,0.177228802413159,0.01229474971145,0.128275960562353,0.0186406595363066,0.000343407880123165,0.00859446041410364,"Mixed",0.0682098182868628
"SELENBP1",0.244490887611767,0.0393518696876013,0.358117901660726,0.00903279620893983,0.231206394903168,0.010609625410318,0.000344936967652975,0.00861612744777786,"Consistent",0.27793839472522
"SLC7A11",0.268445885445376,0.112463193362942,0.395343696732816,0.0385519698244104,0.442098960842038,0.000877305445909655,0.00034746505718747,0.00863008665549068,"Consistent",0.368629514340077
"KAT2B",0.309293434257956,0.0159883671047427,0.222882001584463,0.139153622545502,0.273375431410928,0.0017722375084269,0.00035827541142376,0.00879704975233123,"Consistent",0.268516955751116
"CAMTA1",0.114883327073915,0.327795349742273,0.359502138638701,0.00357436053181807,0.250525422776686,0.0034052379428471,0.000361897870383946,0.0088200540302655,"Consistent",0.241636962829768
"NTSR2",0.276249263941567,0.0573168285278063,0.4977016420589,0.0210166037349851,0.438444406995975,0.00338431379918336,0.000368607874797763,0.00884333815812292,"Consistent",0.404131770998814
"ZFR",0.165472483056547,0.00890526311309857,0.0797946993533323,0.232029998901112,-0.14139937074733,0.00198570771146669,0.000370630777435802,0.00885301283012707,"Mixed",0.0346226038875166
"TMED7",0.0969580941421833,0.237812907748546,0.118059192276214,0.114888082429159,0.307067849097544,0.000151976262490011,0.000374414327910379,0.0088745761044305,"Consistent",0.174028378505314
"TOB1",0.1241615287493,0.382351149721275,0.171460571889332,0.130733941,0.36395485732875,8.29909341347122e-05,0.000374117319252221,0.0088745761044305,"Consistent",0.219858985989127
"AHCYL1",0.263214652713851,0.0162797585910525,0.300038238530798,0.0144004165797357,0.236096605904846,0.0178430883192101,0.000376775741855328,0.00887460849190324,"Consistent",0.266449832383165
"CHSY1",0.193690870480742,0.0930935943901205,0.248082858720025,0.0223789499399459,0.307324080357385,0.00207192915956036,0.000386985658951289,0.00905685896237531,"Consistent",0.249699269852717
"PELI1",0.187761533320314,0.0521091482227111,0.0279280318551116,0.669026831504115,0.230972760911647,0.000125608263795312,0.000391747371749883,0.00907024351454409,"Consistent",0.148887442029024
"TIPARP",0.165404153078454,0.177883517550327,0.26444052383647,0.031944220220625,0.442099030236635,0.000774841340003622,0.000393566791693795,0.00909615490624679,"Consistent",0.290647902383853
"NOL3",0.111609352753696,0.0571547623221129,0.262662902973524,0.0137382730782465,0.178559649588228,0.00562838295156127,0.000394823583776944,0.00910899383601906,"Consistent",0.184277301771816
"AFF1",0.203536689003278,0.0149722493989365,0.211148481804717,0.0505719310254155,0.22078736058222,0.00591271456087647,0.000399190465103413,0.00917714150659865,"Consistent",0.211824177130072
"MAOB",0.186211920416605,0.00136486477475749,0.108976457637645,0.210820766770185,-0.0971391264577792,0.0157388936262697,0.000403113884968048,0.00919988638678014,"Mixed",0.0660164171988237
"SLC1A3",0.407180923242983,0.0252983103132992,0.367502591883861,0.0668407770673485,0.485184376979879,0.00276439407267422,0.000414118801085684,0.00930881139147383,"Consistent",0.419955964035574
"FOXO1",0.101333389869354,0.203524661682164,0.194761589732645,0.0129481202703473,0.317003763713204,0.00179656639300051,0.000418629162621911,0.00933474995500144,"Consistent",0.204366247771734
"TCAF1",0.260834093984943,0.0259101159384094,-0.295651098,0.0429337340002845,0.255733429609226,0.0043769590626869,0.000428721622003715,0.00949317095757109,"Mixed",0.0736388085313894
"HIF1A",0.285245122876514,0.00626420170808001,0.11037139498629,0.114366782626387,0.176032141589808,0.00683207662578425,0.000430636521314077,0.00951281934583085,"Consistent",0.190549553150871
"PHKB",0.20061605258531,0.0277789946441887,-0.186467431,0.0188022933317333,0.160912350138259,0.0094720574672727,0.000434574556634511,0.00958174626028955,"Mixed",0.0583536572411894
"MID1",0.236138827134633,0.0461633430435508,0.355381427299998,0.0235763038113585,0.284850743893218,0.0045704578235173,0.000436586180773715,0.00959529255849372,"Consistent",0.292123666109283
"RBMX2",0.0868826011353372,0.106268493416073,0.134462359745726,0.0326698342273279,0.171567323303885,0.00144733081649368,0.000440348007295637,0.00960893027662345,"Consistent",0.130970761394983
"PRKG1",-0.0485759001172363,0.53542436355729,0.242077896169025,0.0119240131744224,0.285195918105973,0.000789567926082197,0.000441547380174336,0.00960893027662345,"Mixed",0.159565971385921
"HS3ST3B1",-0.00609410496461127,0.881840054534902,0.105544457680367,0.311696801093319,0.474271036129284,1.84753444038982e-05,0.000444323167773709,0.00961885604368785,"Mixed",0.191240462948347
"ATP1B2",0.23842513243665,0.0719839391567368,0.310592847930549,0.132117778073306,0.437586537077328,0.000535274220439702,0.000445243776256126,0.00962274777003464,"Consistent",0.328868172481509
"ADORA2B",0.281194708748173,0.0303704508474274,0.455406239639371,0.0103425532811974,0.355538081436829,0.0164551299098237,0.000451032833897968,0.00966743478465463,"Consistent",0.364046343274791
"ASAP3",0.0699700446829459,0.217487603095571,0.208376885913744,0.0170193565820366,0.247924761267089,0.00140280141771364,0.000452794028025281,0.00968919543660687,"Consistent",0.175423897287926
"KPNA3",0.227282912534855,0.00116282825376426,-0.09575636,0.22694167100301,0.0909322315558789,0.0198134670050572,0.000455471825939344,0.00973046636040483,"Mixed",0.0741529280302448
"JMJD1C",0.196973124395328,0.0282577276025585,0.169968213973213,0.0941561799811204,0.165682786772212,0.00198842429655252,0.00046003908023403,0.00974787538851521,"Consistent",0.177541375046918
"NDUFB4",-0.0294187183552523,0.608256314172793,-0.175163586,0.00531131997273851,0.29644229634935,0.00163248869985566,0.000458821632070946,0.00974787538851521,"Mixed",0.030619997331366
"BTG1",0.177487807029052,0.126108100490693,0.231955037263253,0.0261459731578952,0.285836125254129,0.00161276500677777,0.000462042731539022,0.00977438605856736,"Consistent",0.231759656515478
"SRI",0.276331584008306,0.0184917121788221,0.184654586180839,0.0537326701581812,0.190258084173411,0.00538349265866798,0.000464360690481481,0.00980744879457553,"Consistent",0.217081418120852
"TGFB2",0.138565610639585,0.030148307423428,0.379489541859489,0.0140099391219614,0.324205709212142,0.0127045531776898,0.000465613577856144,0.0098179460434634,"Consistent",0.280753620570405
"PRKDC",0.237646745118792,0.0314835070039665,-0.255507979,0.0518297834256523,0.1742753545191,0.00334556568570983,0.000472462155066627,0.00988933532449737,"Mixed",0.0521380402126308
"ALDH5A1",0.217783989461871,0.00610352074810964,0.0567679091001327,0.356805912982421,0.13756554216438,0.00255146314037748,0.000479593615846038,0.00993531335920923,"Consistent",0.137372480242128
"SGCD",0.121667374973288,0.012824405690271,0.294858965237513,0.00711974092235825,-0.102237090862473,0.060586885855821,0.000477796896304928,0.00993531335920923,"Mixed",0.104763083116109
"SLC4A4",0.26162437119959,0.0148255868675198,0.284272535558042,0.0356277195533355,0.42155931948364,0.0106659178698518,0.000485242876031159,0.00997489909922506,"Consistent",0.322485408747091
"PPP1R3C",0.213680186208954,0.154318233769437,0.342512588711299,0.0205830042330269,0.474876413072485,0.00177410411110378,0.000485344232097178,0.00997489909922506,"Consistent",0.343689729330913
"S100A8",0.772939794370415,0.0320121203261784,0.841283388667122,0.0176452833686666,1.39840787414763,0.0100037699138801,0.000486484416421346,0.0099825372589208,"Consistent",1.00421035239505
"EIF4E2",-0.190291220604649,0.00121781885502356,0.184349025163465,0.0221882843889286,0.072752502951813,0.212135019063237,0.000492420779420351,0.0100725252029779,"Mixed",0.0222701025035429
"SLK",0.202292486229814,0.00748740184256991,-0.129302585,0.242073169240476,0.153487148500615,0.00318109038405487,0.000494863741234477,0.0100748983305558,"Mixed",0.0754923499101428
"LATS1",-0.023881833503498,0.642785244689005,0.181388819172297,0.121434310870328,0.281256018317442,7.42248843979879e-05,0.000496899450510778,0.0101005116786925,"Mixed",0.14625433466208
"TRIM24",0.151142393872973,0.000998863155564984,0.0643819360965345,0.297638157431816,0.0985150320246264,0.019842036944176,0.000504545599730452,0.010204310716111,"Consistent",0.104679787331378
"ZC3H7B",0.196628649054071,0.0251008285710404,-0.149794917,0.0892464371593381,0.305641009410942,0.00265597868006886,0.00050822417546261,0.010204310716111,"Mixed",0.117491580488338
"MDN1",0.105651558792379,0.0442233446449888,-0.055763574,0.132218655736708,0.320401359287016,0.00101360499872182,0.00050655047834585,0.010204310716111,"Mixed",0.123429781359798
"USP15",0.120065140702798,0.0220924697430127,-0.174138481,0.00509565935835654,0.0742218654128397,0.0536425378986539,0.000514660782438971,0.0102059983253432,"Mixed",0.00671617503854595
"ZC3HAV1",-0.0813509101239651,0.14702916019273,0.221848424673745,0.0322721830173131,0.35859878481357,0.00126440334915574,0.000511820531246923,0.0102059983253432,"Mixed",0.166365433121117
