"Gene","logFC_12649","P_12649","logFC_21138","P_21138","logFC_53987","P_53987","MetaP","FDR","Direction","MeanLogFC"
"WLS",0.11339568700609,0.180699577396101,0.322350631084729,0.00933827917683573,0.284041437765495,0.000251619035354509,5.23551103357651e-05,0.00367190605933084,"Consistent",0.239929251952105
"FDFT1",-0.0633705325789791,0.357530162715616,-0.211808666,0.0223519785048779,0.404596897130794,5.49687328765152e-05,5.3933157620877e-05,0.00373076942289161,"Mixed",0.0431392328506051
"RO60",0.194701209764685,0.0160537013609002,0.230995330440074,0.0649898296925036,0.187404432691812,0.000428394081383519,5.47541683056948e-05,0.00375303515291343,"Consistent",0.204366990965524
"PITPNC1",0.178468075277935,0.111702818591304,0.361735619464608,0.00741119296000657,0.393143430275432,0.000544797774677917,5.51874443149176e-05,0.00375303515291343,"Consistent",0.311115708339325
"PON2",0.316172472018749,0.0353878371305913,0.399261178042355,0.0181565980776075,0.410849137300689,0.000751295616583812,5.85569771945345e-05,0.00386089632883151,"Consistent",0.375427595787264
"PKNOX1",-0.0994256325520153,0.00835058490790924,0.0743519993482087,0.197180785337055,0.19326729865301,0.000317551657882672,6.27794996503195e-05,0.00403684614335644,"Mixed",0.0560645551497343
"MT1H",0.282889407666527,0.0182882090891479,0.364222535865975,0.0154958038686449,0.448622387835172,0.00188411691607016,6.39355857814881e-05,0.0040780074829314,"Consistent",0.365244777122558
"MRTFB",0.344692738215025,0.00133698002636775,0.115332117087797,0.108328037668148,0.126901690795059,0.00377963688893911,6.53383979018266e-05,0.00411093817464292,"Consistent",0.195642182032627
"TMT1A",0.238859378716646,0.00937222074535257,0.423785404391721,0.0240848176793228,0.418315905992213,0.00243676830897817,6.56120255220812e-05,0.00411093817464292,"Consistent",0.360320229700193
"WNK1",0.136986966181089,0.0854796814886111,0.259926532923013,0.00204952165619495,-0.29508456717249,0.0031516957829617,6.5830713705884e-05,0.00411093817464292,"Mixed",0.0339429773105372
"GNA13",-0.0371896631923292,0.638244928488236,0.367322779978304,0.00663281395128803,0.532913159598054,0.000131949577717083,6.64984091462061e-05,0.00413276476746445,"Mixed",0.287682092128009
"PPFIA1",0.251555377997732,0.00313173303218543,0.125843073797594,0.0244929671427308,0.151569769168078,0.00740965891485217,6.75099471345857e-05,0.00415586115322812,"Consistent",0.176322740321134
"ITGAV",0.153847015336124,0.158241671633092,0.290003050822561,0.0404814110966909,0.355396605806895,8.84090981344467e-05,6.73004053602856e-05,0.00415586115322812,"Consistent",0.26641555732186
"ZNF267",0.15050610385523,0.0127358898990496,-0.036881739,0.75325889295817,0.353930131180098,6.34811799609946e-05,7.16917910941263e-05,0.00417995587790919,"Mixed",0.155851498678443
"SPOP",0.126903500068859,0.0322581582758937,-0.133325851,0.0458684296260638,0.198541660763293,0.000398561488014289,6.97131582728261e-05,0.00417995587790919,"Mixed",0.0640397699440508
"ALDH7A1",0.218445765352323,0.0393683261213568,0.197575674600637,0.0684973063611217,0.341250393005519,0.000225753840672693,7.16683923785943e-05,0.00417995587790919,"Consistent",0.252423944319493
"LPP",-0.0664642897110692,0.242239005109356,0.328177985909551,0.0150640296644963,0.326770004305972,0.000180972042995053,7.69236813534845e-05,0.00435144342167001,"Mixed",0.196161233501485
"DICER1",0.203982041795954,0.0295350001577101,0.107319802960812,0.00994453571076802,0.177861630993025,0.0022942336062648,7.82845400185103e-05,0.00440189562900619,"Consistent",0.163054491916597
"USP46",0.205613540624874,0.0655037046759319,-0.276430134,0.0240721739528159,0.184269827964076,0.000429549486652324,7.86354832880666e-05,0.00440257022598576,"Mixed",0.0378177448629836
"GRM5",0.28318976000805,0.00923721112268863,0.0692126512405391,0.24600714616633,0.205159456449492,0.000304389146625759,8.00840900010959e-05,0.00446443023615551,"Consistent",0.18585395589936
"CLU",0.125113716868087,0.0809374019689472,0.199617604466463,0.0348406125843377,0.295282133052924,0.000252188658721027,8.20367147441144e-05,0.00450302384112693,"Consistent",0.206671151462491
"SLC7A2",0.0428694465500064,0.314289849227617,0.397064464766565,0.0105522246984455,0.563171711145256,0.000212173379466633,8.12861388589099e-05,0.00450302384112693,"Consistent",0.334368540820609
