"Gene","logFC_12649","P_12649","logFC_21138","P_21138","logFC_53987","P_53987","MetaP","FDR","Direction","MeanLogFC"
"ACTR3B",0.146420838926397,0.245602374361396,-0.351744882,0.0149258681732486,-0.173553097403307,0.00836031379930322,0.00200433803632397,0.0204994856329229,"Mixed",-0.12629238015897
"MRPL23",-0.121375574637035,0.0630582953811348,-0.143842093,0.0318550698417502,-0.142694837791522,0.0152871340403888,0.00200758819095887,0.020516572000287,"Consistent",-0.135970835142852
"CDKN2D",-0.125216301443338,0.111747315777117,-0.184755485,0.0154648982616743,-0.138278604267494,0.0179232194087212,0.00202196556934231,0.0206310375335328,"Consistent",-0.149416796903611
"YME1L1",0.225792065531306,0.00453625567912566,-0.231985603,0.0354430081264345,-0.139388616375547,0.193845699952281,0.00203230882916321,0.0206878208322891,"Mixed",-0.0485273846147471
"CYTH3",-0.0556512317725275,0.411046987773217,0.140857932015259,0.0158487577547356,-0.178509761882539,0.00483274379331953,0.00204936169327529,0.0208287629373653,"Mixed",-0.0311010205466026
"COX8A",-0.120348048096449,0.00454186088409285,-0.120783696,0.0590309257161006,-0.0781465857560821,0.118711826329497,0.00206785360020511,0.0209484075599939,"Consistent",-0.106426109950844
"RPP25",-0.155871938710698,0.00662290862329356,-0.189424774,0.0236779259215409,-0.0904544798130207,0.203414780826794,0.00207165862601481,0.0209484075599939,"Consistent",-0.145250397507906
"UBE2J1",0.166314660863343,0.0298987437412447,-0.231268213,0.0136500454431083,-0.133369785735752,0.0778455872989805,0.00206476602580165,0.0209484075599939,"Mixed",-0.0661077792908029
"TOMM70",0.140832050838657,0.038785164777812,-0.45379237,0.00818100789097146,-0.162502767187133,0.100480367451271,0.00207078785686662,0.0209484075599939,"Mixed",-0.158487695449492
"PRKAG2",0.0475639355080051,0.157877658290537,-0.237363494,0.0307089385941538,-0.177845982473952,0.00658239019693246,0.00207242310528849,0.0209484075599939,"Mixed",-0.122548513655316
"FBXO28",0.0920618336800194,0.242380796298442,-0.274056109,0.010459758506286,-0.26424733528781,0.0125725290658198,0.00207035055014957,0.0209484075599939,"Mixed",-0.14874720353593
"NRG1",-0.0513178025885042,0.324616974195786,-0.23535261,0.0706686212943191,-0.179288425241654,0.0013995381647158,0.00208273929553077,0.0210036496192929,"Consistent",-0.155319612610053
"STX16",-0.104206014975684,0.159891345012337,-0.210851153,0.173693075463124,-0.31432428348834,0.00116095504336343,0.00209003350150155,0.0210608573708329,"Consistent",-0.209793817154675
"LRPPRC",0.0984553584711261,0.305329669818591,-0.293906602,0.00272791010701073,-0.11123255662188,0.0388105623963925,0.00209450942475998,0.021089599161401,"Mixed",-0.102227933383585
"UBE2B",0.0418606262000019,0.598970622598698,-0.307348817,0.00890788789989258,-0.402179529596815,0.00607597152262887,0.00209947665228423,0.0211232395325483,"Mixed",-0.222555906798938
"TBC1D9",-0.119287196606136,0.300811705802496,-0.367928458,0.00496982949829728,-0.264219145337697,0.0218081964846012,0.00210930941012454,0.0211828123084199,"Consistent",-0.250478266647944
"SNX17",-0.103479560227589,0.0413161253565773,-0.154861847,0.0421679885934617,-0.0988914363616473,0.0189565377582322,0.00213188366263374,0.0213756048154965,"Consistent",-0.119077614529745
"VDAC1",-0.165569778701114,0.322355486792242,-0.400655359,0.00757732134670489,-0.231079660014782,0.0135280150992732,0.00213278803917803,0.0213756048154965,"Consistent",-0.265768265905299
"MAPKAPK5",-0.108363041910667,0.0263867575721691,-0.186808538,0.0172719192862098,-0.167933141422504,0.0727505625844412,0.00213878241939525,0.0214191556249228,"Consistent",-0.15436824044439
"CIDEA",-0.14137885171816,0.0730779554947497,-0.170061432,0.0920888655836642,-0.267558518187833,0.00494607694019048,0.00214566187764919,0.0214549669967554,"Consistent",-0.192999600635331
"SPAG6",-0.117019174529736,0.0409877842880775,-0.176887386,0.00270485447347063,-0.055723212134648,0.301925816950767,0.00215564152883045,0.021538175244599,"Consistent",-0.116543257554795
"LRRC17",-0.160161801336375,0.0309310687178142,-0.099251781,0.289450089541253,-0.359512673024249,0.0037526527266335,0.00216223328311528,0.0215709515278115,"Consistent",-0.206308751786875
"MPPED2",-0.0356757407286494,0.452794701338899,-0.306818951,0.00412036817176445,-0.21460042247714,0.0180082737363836,0.00216224335123647,0.0215709515278115,"Consistent",-0.18569837140193
"MARK2",-0.0752726232835892,0.145263456542831,-0.075506744,0.217098995801793,-0.216514073050271,0.00107258272555321,0.00217432511030995,0.0216556737288304,"Consistent",-0.122431146777953
"ARFIP1",0.193672396495145,0.00223934880940079,-0.074442528,0.457315401324373,-0.194167526191141,0.0331333364601181,0.00217993550193177,0.0216627572941879,"Mixed",-0.0249792192319987
"NDUFAF7",-0.0410654860051687,0.35834520824087,-0.234665615,0.0260711480227956,0.229810943709682,0.00363341653782577,0.002180656341323,0.0216627572941879,"Mixed",-0.0153067190984954
"GUCY1A1",-0.0350290546667402,0.585572227840319,-0.225504083,0.0444301526128837,-0.355878733656764,0.00130530201158949,0.00218145250140871,0.0216627572941879,"Consistent",-0.205470623774502
"DCTN3",-0.0829122262918194,0.316015918725996,-0.265839911,0.0147013731431531,-0.16786445609854,0.0073541212444581,0.00219236081253632,0.0217251227653862,"Consistent",-0.17220553113012
"KPNA6",-0.114026848026439,0.0277651040316757,-0.111173675,0.160487258547025,0.11396412924878,0.00768425309741253,0.00219629111953467,0.0217436168838688,"Mixed",-0.0370787979258865
"BASP1",0.0730683603880511,0.349267647106372,-0.195919358,0.00452235169942218,-0.0789883203333286,0.0217701676086432,0.00220398498390177,0.0217865760699392,"Mixed",-0.0672797726484258
"GHITM",0.123610428776109,0.200576923309215,-0.372878794,0.00518248732359437,-0.198798610758192,0.0332782875587894,0.00221486622415541,0.0218276914913161,"Mixed",-0.149355658660694
"UBE2G2",-0.0654092883689366,0.31323362436526,0.148686627721913,0.0516528333797109,-0.219771459573165,0.00213750286555606,0.00221440003632174,0.0218276914913161,"Mixed",-0.0454980400733962
"KPNA5",-0.142705670182759,0.140041673060412,-0.262592876,0.172639559108555,-0.325655711695504,0.00144869231749379,0.00223764425323858,0.0219688494031379,"Consistent",-0.243651419292754
"NAPA",0.0711900166930501,0.500003266744751,-0.296687562,0.0156354060724747,-0.17606674566159,0.00448425217850866,0.00223933525791324,0.0219688494031379,"Mixed",-0.13385476365618
"NIPSNAP1",-0.135150282087669,0.102351667616524,-0.230065399,0.0134381601282939,-0.216346263388321,0.0255602548682793,0.00224455656604892,0.0219702329199144,"Consistent",-0.193853981491997
"VPS53",-0.0621259607384728,0.20277055283916,-0.114200382,0.162280209482044,-0.214127311200046,0.00107651883016895,0.00225861458558617,0.0219702329199144,"Consistent",-0.130151217979506
"B3GALNT1",-0.163848427386839,0.221484442236306,-0.50412005,0.00260053947199209,-0.273976404957321,0.0614056950087022,0.00225571775805286,0.0219702329199144,"Consistent",-0.313981627448053
"CAMK2G",0.0979070672410316,0.239400701529374,-0.147723767,0.00452642682125152,-0.0999120336258184,0.0326056427637653,0.00225382928057274,0.0219702329199144,"Mixed",-0.0499095777949289
"GRIN2A",-0.133817911900024,0.330075349939408,-0.448896822,0.011178889,-0.242869092997932,0.00960224299832222,0.00225901018402319,0.0219702329199144,"Consistent",-0.275194608965985
"MARK1",-0.050643037049646,0.527289134837376,-0.29413984,0.0278534146085461,-0.236357155948788,0.00239715757794792,0.00224721427803275,0.0219702329199144,"Consistent",-0.193713344332811
"AP3B1",-0.134430653746417,0.0111952059701195,0.0468108876257078,0.406109058485355,-0.167364197356596,0.00782756805247738,0.00226723787928237,0.0219814673030972,"Mixed",-0.0849946544924349
"ZFP64",-0.123844028210979,0.0210173644409079,-0.156072746,0.0428037506103443,-0.112510038183005,0.0395811857518897,0.00226830115041986,0.0219814673030972,"Consistent",-0.130808937464661
"NTHL1",-0.103878481100761,0.100265417511815,-0.124349519,0.061280358627594,-0.161300017371675,0.00581445174989228,0.00227447009433849,0.0219814673030972,"Consistent",-0.129842672490812
"WASL",-0.120824018444362,0.187098684928067,-0.195987213,0.0498315491401853,-0.22591941391423,0.00383179710127046,0.0022744545357538,0.0219814673030972,"Consistent",-0.180910215119531
"KLC1",0.0730127250147516,0.419841775566936,-0.355517529,0.00783045087524511,-0.155577874785548,0.0108020035268882,0.00226326505614225,0.0219814673030972,"Mixed",-0.146027559590265
"PJA1",-0.0383591107083685,0.606703990498596,-0.254018303,0.017292266126144,-0.133739965219799,0.00340421643610947,0.00227388663598547,0.0219814673030972,"Consistent",-0.142039126309389
"AP2M1",-0.00258669925966615,0.980713897015436,-0.308662982,0.00359972279277308,-0.127572927226389,0.0100894094356065,0.00226885285145838,0.0219814673030972,"Consistent",-0.146274202828685
"PKNOX2",-0.0682706576549288,0.254124208641725,-0.210905247,0.0183526528220669,-0.137590996797766,0.0077119470761721,0.00228713028300059,0.0220545918677763,"Consistent",-0.138922300484231
"HINT1",-0.0459373453738898,0.549590262949952,-0.241538295,0.00287812272786625,-0.23673363365732,0.0227784689182503,0.00229044508762379,0.0220701715453601,"Consistent",-0.17473642467707
"FGF18",-0.142037631114253,0.0111373659170287,-0.201564475,0.022694969522807,-0.106103537164529,0.143408223636598,0.00230181989894121,0.0221466151219934,"Consistent",-0.149901881092927
"TMEM121",-0.126542699288207,0.0187719866754218,-0.125123001,0.126320330812595,-0.199255537816776,0.0153548581979408,0.00231031361077073,0.0221466151219934,"Consistent",-0.150307079368328
"UBA6",0.149916826208301,0.180278700605393,-0.459646214,0.0233371267439895,0.129432505638782,0.0086382489136707,0.00230676150758479,0.0221466151219934,"Mixed",-0.060098960717639
"EIF5",-0.174914178578332,0.184230371814136,-0.423369089,0.00174322070737068,-0.119349035547223,0.11323314897402,0.00230794091133779,0.0221466151219934,"Consistent",-0.239210767708518
"FAR2",-0.0030008441149727,0.976884640076776,-0.479361128,0.00205651759630077,-0.172757305081467,0.0180871420222267,0.00230644733478119,0.0221466151219934,"Consistent",-0.218373092398813
"DHX15",-0.15003472979684,0.0290495754202906,-0.298017202,0.0131565726758441,-0.110407858585742,0.0953603166240385,0.00231215761674275,0.0221479463745366,"Consistent",-0.18615326346086
"UCHL5",-0.0498629358774902,0.508852278767953,-0.384532967,0.00228444077818555,-0.21785412621207,0.0313904134299771,0.00231443062531453,0.0221533820134197,"Consistent",-0.217416676363187
"KCNA2",-0.0850603937689867,0.120839055243959,-0.248130796,0.00573555876786733,-0.0911591678033226,0.0529636763547624,0.00232583027498442,0.0222297346885744,"Consistent",-0.14145011919077
"TMEM70",0.0840086672317568,0.136940631403036,-0.363065461,0.0118280380441626,-0.126815116284169,0.0226549788676618,0.00232515829171914,0.0222297346885744,"Mixed",-0.135290636684137
"TRIM2",0.229887910212019,0.0411553502697246,-0.183776477,0.0157959051502227,-0.246815073865478,0.0566065360909283,0.00233057866804245,0.0222423852455572,"Mixed",-0.0669012135511529
"ADGRG6",-0.152278906160011,0.00379734338963954,-0.074487868,0.114092549766199,-0.160550669130794,0.0856687759827524,0.00234707505127109,0.0222922356817746,"Consistent",-0.129105814430268
"FIBP",-0.11909190759817,0.119156363145823,-0.225810505,0.0203774389413464,-0.161816086343752,0.0152669454279588,0.00234467162485623,0.0222922356817746,"Consistent",-0.168906166313974
"MED8",-0.060377108529222,0.251103358253607,-0.206776503,0.00678452066927999,-0.119430033173487,0.0217076414769295,0.00234007944946128,0.0222922356817746,"Consistent",-0.128861214900903
"PFN2",0.0776824396072708,0.295590942091995,-0.243364961,0.00156145412882234,-0.0731124405596422,0.0804916438552051,0.00234890538973083,0.0222922356817746,"Mixed",-0.0795983206507904
"ZEB1",-0.281492386391864,0.0246876558172601,-0.149634453,0.0445376708227913,0.0870642535297144,0.0339660477874784,0.00235907926049925,0.022321112204197,"Mixed",-0.114687528620717
"PEX10",-0.100709605780104,0.0825165672457489,0.121767423061275,0.0894243111914503,-0.177121293773026,0.00505129608217433,0.00235527093217538,0.022321112204197,"Mixed",-0.0520211588306182
"RGS7",0.148078273108803,0.25823996434256,-0.598329379,0.0034351310669998,-0.194101644031113,0.0420738988994648,0.00235786014482242,0.022321112204197,"Mixed",-0.214784249974103
"SMARCA2",0.176259113768625,0.0548803298924515,-0.313375811,0.0364927939410601,-0.245529412070902,0.0186812615649532,0.00236255731495179,0.0223342481542277,"Mixed",-0.127548703100759
"ELAVL4",0.0531907108500942,0.636776297683563,-0.381677553,0.00314345593266715,-0.199486946926934,0.0187095311906128,0.002364469827304,0.0223360716995285,"Mixed",-0.175991263025613
"CAND1",0.0902077332435258,0.329740779879477,-0.354070261,0.00631814638797688,-0.128133320585018,0.0180230467479937,0.00236955183910069,0.0223678116555806,"Mixed",-0.130665282780497
"TAC3",-0.180532164804684,0.0225996310620433,-0.211909396,0.121627156181512,-0.204914518725544,0.0136915837711702,0.00237402230883023,0.0223937369421902,"Consistent",-0.199118693176743
"SSTR2",-0.137620777818667,0.037524237438769,-0.214731244,0.055799841612472,-0.231618235237083,0.018009712916738,0.00237791994378663,0.0223979711021353,"Consistent",-0.194656752351917
"RIF1",0.0393093611273363,0.526657494593706,0.112476506127435,0.00177203078550621,-0.196919551182578,0.0404032053860672,0.00237775654442196,0.0223979711021353,"Mixed",-0.0150445613092689
"SCYL2",-0.0841265382276895,0.218233079038522,-0.390357932,0.00375210447468014,-0.323775540686374,0.046116847707372,0.0023806396317242,0.0224073392583084,"Consistent",-0.266086670304688
"NUP50",0.14883794898848,0.0216086182553819,-0.185643815,0.0433000696910732,-0.139683823925414,0.0408388588462869,0.00240390027664429,0.0224218780992304,"Mixed",-0.0588298966456446
"SOS2",-0.111371542950333,0.0338284501627301,0.118894998250203,0.157744197009143,-0.221564846282848,0.00712155986591708,0.00239309636616037,0.0224218780992304,"Mixed",-0.0713471303276594
"MORF4L1",0.145825458985152,0.0537380281738583,-0.257045875,0.00477851489094375,-0.0858388808747996,0.148206255463621,0.00239595596341885,0.0224218780992304,"Mixed",-0.0656864322965491
"EIF2S2",-0.117753330982639,0.107627575183498,-0.202954831,0.0159244032142006,0.130520684119524,0.0223222161044274,0.00240633617111479,0.0224218780992304,"Mixed",-0.0633958259543716
"SYT5",-0.11112392408055,0.292157211053069,-0.227923432,0.0119492263036397,-0.235046847622808,0.0108465406520446,0.00238602286466592,0.0224218780992304,"Consistent",-0.191364734567786
"MYCBP2",0.0697035850252465,0.31572056544554,-0.251144828,0.0406151991669865,-0.192849891718437,0.00297766361427241,0.00240243446434183,0.0224218780992304,"Mixed",-0.124763711564397
"KLHDC2",-0.0290008265012673,0.734596506404929,-0.33491062,0.00534529287253022,-0.16959973441735,0.00972842569837518,0.00240332558275892,0.0224218780992304,"Consistent",-0.177837060306206
"SYNGR3",0.0168635386836673,0.904160112547535,-0.33046405,0.00926885829245337,-0.135770180153589,0.00452530438971633,0.00238906041777834,0.0224218780992304,"Mixed",-0.149790230489974
"TANC2",-0.00317212111989118,0.955135946689941,-0.188332388,0.054000235129708,-0.501386336003256,0.000739194552258908,0.00239949046371792,0.0224218780992304,"Consistent",-0.230963615041049
"TXNDC9",0.0948690428041958,0.263465890110831,-0.312949344,0.0122087091748004,-0.114413783965011,0.0119114104108663,0.00240922363728717,0.0224325489782961,"Mixed",-0.110831361720272
"TMEM183A",-0.0746100839680768,0.435920797144803,-0.243172515,0.0277491713372409,-0.182800210617877,0.00317121205345555,0.00241162241501197,0.0224381508763912,"Consistent",-0.166860936528651
"PTPN14",-0.13053710560474,0.0185980751842068,-0.078419153,0.0662063440348729,-0.130048885961515,0.0312461486924051,0.00241747996492225,0.0224611210760909,"Consistent",-0.113001714855418
"CTIF",-0.111966829710374,0.0045081604593238,-0.036018356,0.619154373054124,-0.116640133552568,0.0138133394058727,0.00242175378880935,0.0224686856877461,"Consistent",-0.0882084397543141
"DNAJB9",0.100336533087924,0.101593037108905,-0.246128571,0.018099608032982,0.139386762816348,0.0209543095365021,0.00242042202910822,0.0224686856877461,"Mixed",-0.00213509169857618
"SEMA3D",-0.089869722863579,0.058790185311628,0.139100480449819,0.00282518436728098,-0.057913615361203,0.233151142326655,0.00243044502903503,0.0225171544095122,"Mixed",-0.00289428592498766
"WDFY3",0.103625422346957,0.125931665701958,-0.161823065,0.0446053424575459,-0.119234822580006,0.00688880193118266,0.00242895627971049,0.0225171544095122,"Mixed",-0.0591441550776833
"DNAJC4",-0.19286754298784,0.00216219405994233,-0.084841739,0.229197991589936,0.100492318614272,0.0784163866748322,0.00243746328152891,0.0225233104486389,"Mixed",-0.0590723211245228
"SGPP1",-0.00375982259447127,0.970265837629982,-0.490976309,0.0135466357513228,0.142526383366302,0.0029542130443749,0.00243585665497947,0.0225233104486389,"Mixed",-0.11740324940939
"GPR21",0.138397109729739,0.0310026101630585,-0.227071368,0.0150692723337473,-0.107715938775831,0.0834598928485605,0.00244419097943115,0.0225640345642013,"Mixed",-0.0654633990153639
"CAMSAP2",0.141912217657737,0.0716877658550033,-0.241862381,0.0587689644799874,-0.262040129000055,0.00931232569119382,0.00245663469920547,0.0225657070328639,"Mixed",-0.120663430780773
"EIF2S1",0.0995731491108875,0.121783284046208,-0.242024543,0.00860981807019382,-0.169755354806336,0.0374284403053079,0.00245724920944457,0.0225657070328639,"Mixed",-0.104068916231816
"SEC23IP",-0.0870451797387961,0.131664179674267,-0.111775843,0.302756956182876,-0.259080855555564,0.000982948137272802,0.00245403746145755,0.0225657070328639,"Consistent",-0.152633959431453
"CCDC25",-0.0695478985919156,0.253725214065728,-0.141678376,0.0224610607002981,-0.213278530730952,0.00685156401691632,0.00244703915764898,0.0225657070328639,"Consistent",-0.141501601774289
"KCNQ3",-0.0558337749502718,0.399871887754257,-0.283242479,0.0112591555722472,-0.266686657865193,0.00868153254712926,0.00244907565181014,0.0225657070328639,"Consistent",-0.201920970605155
"ALDH1B1",-0.116713026747503,0.00962563160450321,-0.091879434,0.0851450307142008,-0.114139249134139,0.0485480347675528,0.00248520056869012,0.0226341287326194,"Consistent",-0.107577236627214
"RASGRF1",-0.275465038504694,0.052294951891808,-0.561431258,0.00827244246468076,-0.198544683145164,0.0911981268994942,0.00246795051116092,0.0226341287326194,"Consistent",-0.34514699321662
"SLC12A2",-0.0939800303375682,0.0609928350075316,-0.089268841,0.234263823409156,-0.312406639087885,0.0027868824823313,0.00248681171784876,0.0226341287326194,"Consistent",-0.165218503475151
"ARMC8",0.103126976756325,0.0644338322678257,-0.377231195,0.00468767073696754,-0.0558963503080925,0.130943684781472,0.00247298194125136,0.0226341287326194,"Mixed",-0.110000189517256
"ARK2N",-0.0698833999388841,0.0655506191755577,-0.105081854,0.0676239953324815,-0.188076494433709,0.00895408720743597,0.00248021490473015,0.0226341287326194,"Consistent",-0.121013916124198
"GRM1",-0.0669334976688498,0.203258936558643,-0.130355347,0.234204526926992,-0.207870031651819,0.000836776816298453,0.00248752644268638,0.0226341287326194,"Consistent",-0.135052958773556
"SLC24A2",-0.0760319984993929,0.231628275762652,-0.424003825,0.00657122369356155,-0.0930724528976938,0.0262448985942619,0.00249331368352867,0.0226341287326194,"Consistent",-0.197702758799029
"GABRA5",-0.122830409415394,0.267813518567702,-0.408351112,0.00456784597752279,-0.306078563582997,0.0323555759918949,0.00247456173796665,0.0226341287326194,"Consistent",-0.279086694999464
"SNURF",-0.117518934230851,0.464165463439475,-0.50545575,0.00254103444354751,-0.218009397549361,0.0335757074091963,0.00247557092657003,0.0226341287326194,"Consistent",-0.280328027260071
"SLC2A14",-0.239246700800297,0.00399503013225817,-0.297864061,0.0261259088882022,-0.0766711340558794,0.38680331076432,0.00251510157822631,0.022756330780424,"Consistent",-0.204593965285392
"SEPHS1",-0.108091875818469,0.0169981212422357,-0.108935473,0.0622984540903247,-0.125586561519293,0.0380090391465098,0.00250884528059819,0.022756330780424,"Consistent",-0.114204636779254
"OLR1",-0.166225046821601,0.0475239837814971,-0.246486484,0.0243711925988471,-0.268858518162637,0.0348694186626183,0.00251582808535599,0.022756330780424,"Consistent",-0.227190016328079
"ETNK1",-0.0741900322633846,0.0876192015021238,-0.523604315,0.00923758017266436,-0.156396125684291,0.0498362347791671,0.00251329942111725,0.022756330780424,"Consistent",-0.251396824315892
"FKBP11",-0.0901365108164995,0.0917700563776738,-0.190926097,0.260897075254095,-0.191351901718614,0.00170453873917485,0.00253753850329986,0.0229048558855885,"Consistent",-0.157471503178371
"MAPK14",0.094103673165252,0.0292594308755141,-0.263988778,0.0275201972736247,-0.153132572447591,0.0507598885148872,0.00254071267633691,0.0229175812173195,"Mixed",-0.107672559094113
"BRF1",-0.0991526702931687,0.0641760648898856,0.158315874315645,0.0726546458209417,-0.184542627136284,0.00878764837487699,0.00254586432503495,0.0229481136140728,"Mixed",-0.0417931410379358
"NNT",-0.19215775604927,0.153573195423328,-0.416422967,0.0258962363199953,-0.194216943468495,0.0103120879254216,0.00254774043909287,0.0229490988650328,"Consistent",-0.267599222172588
"COL9A1",-0.036805686850208,0.496326242768115,-0.04167675,0.120622402480586,-0.249703957900501,0.000686162832288761,0.00255122971103281,0.0229646034072108,"Consistent",-0.109395464916903
"TLK1",-0.125011487186106,0.00954165212504541,-0.06511514,0.158671349110793,-0.150047798594524,0.027187517778117,0.00255542676143561,0.0229864530500603,"Consistent",-0.11339147526021
"TYRO3",-0.109867518221491,0.170815288625198,-0.186602566,0.066832948441899,-0.203881216090298,0.00362038673145789,0.00256404556629907,0.023016162999764,"Consistent",-0.166783766770596
"PRKRA",-0.0328102004794841,0.69416774334864,-0.268981309,0.0107711601906686,0.29789524389869,0.00552688194736137,0.0025637293754184,0.023016162999764,"Mixed",-0.00129875519359799
"CLK4",-0.0386006062412747,0.626515675475042,-0.209243468,0.0283938754396614,-0.302565457200435,0.00232912407591139,0.00256927180771225,0.0230446318453916,"Consistent",-0.183469843813903
"LARP4",-0.0765127582977736,0.0852607067756305,-0.143086534,0.139371979354774,-0.177292522465061,0.00349320455121664,0.00257315690743749,0.023050162117728,"Consistent",-0.132297271587612
"PPP1CA",-0.0931238002692787,0.0589279064883176,-0.122510453,0.0210604201886785,-0.108657711834027,0.0335911852974183,0.00258224552738767,0.0230871662925901,"Consistent",-0.108097321701102
"SMC2",-0.147749951574751,0.0672318832142994,-0.214160026,0.047480140177507,-0.218176366835046,0.0130450980303145,0.00257990938581636,0.0230871662925901,"Consistent",-0.193362114803266
"PRSS2",-0.0891090003611827,0.0546164450611307,-0.117717941,0.119180766243038,-0.205569605918428,0.00646881282776306,0.00260352144332416,0.0231941975496142,"Consistent",-0.13746551575987
"RB1",-0.0796546868480759,0.107600994481482,-0.106792896,0.0621829394745548,0.162821057287896,0.00627859806336708,0.0025985854439179,0.0231941975496142,"Mixed",-0.00787550852005985
"SLC35A2",-0.0800540023344434,0.119754577163755,0.142541765469533,0.0442774545600381,-0.169925083957486,0.0079364958377531,0.00260228838758317,0.0231941975496142,"Mixed",-0.0358124402741323
"UQCRFS1",-0.0866480807858849,0.344156431522319,-0.354778746,0.00281924416976495,-0.156276187160932,0.0433349377377108,0.00260043563405042,0.0231941975496142,"Consistent",-0.199234337982272
"DCAKD",-0.0805945584195871,0.0896426244264415,0.0717153493921652,0.0946040618391316,-0.182575887292046,0.00497342410484581,0.00260709479492886,0.0232101126054359,"Mixed",-0.0638183654398226
"GLUD2",0.163556941537625,0.117861914433729,-0.066015037,0.0829674133085725,-0.159182007385169,0.00432141449822191,0.0026111736645075,0.0232146028256591,"Mixed",-0.0205467009491816
"PIK3R1",0.137930132025931,0.120046050200659,-0.128132138,0.267450787911383,-0.3304960102825,0.0013151141043813,0.00260943817438802,0.0232146028256591,"Mixed",-0.10689933875219
"GFM1",-0.0244078828175969,0.636218965920956,-0.265978361,0.0121728320757325,-0.197614965311819,0.00547770918012929,0.00261952830692534,0.0232570425007883,"Consistent",-0.162667069709805
"SEZ6L",0.0804314752758426,0.349640502780126,-0.197918518,0.0221219833078511,-0.272888349314173,0.00549985738553633,0.00262547561857809,0.0232939226842287,"Mixed",-0.130125130679444
"SF3B1",0.0877914400396733,0.265285358063174,-0.09824662,0.175873011158981,-0.269261045477094,0.00091561514999288,0.00263456174097909,0.0233426483312261,"Mixed",-0.0932387418124737
"ATXN10",-0.0617292318576297,0.41518353276478,-0.229156954,0.00608799627837366,-0.107286089147323,0.0168955912726345,0.00263387702872205,0.0233426483312261,"Consistent",-0.132724091668317
"CCNG2",0.168760610890007,0.0560321115158627,-0.384252572,0.0217313071352906,0.10511152649172,0.0351449241442251,0.00263834789779032,0.0233468388688261,"Mixed",-0.0367934782060909
"CSE1L",0.112208264761767,0.211560612430952,-0.325452716,0.00498662548534922,-0.114679289461847,0.0405695675573906,0.00263862956805271,0.0233468388688261,"Mixed",-0.109307913566693
"DUSP4",-0.151136725212226,0.0262800598709615,-0.261251981,0.106928373705242,-0.30903552028357,0.0153425421063606,0.00265450438663281,0.0234234765475364,"Consistent",-0.240474742165265
"TRAPPC3",-0.0783077204128126,0.0707286806102029,-0.309266927,0.00280836803806552,-0.107367264259012,0.216945342879292,0.00265341770577041,0.0234234765475364,"Consistent",-0.164980637223942
"ZFPL1",-0.10682106825493,0.0211855867202692,-0.138208529,0.0417550830542757,-0.183063061502061,0.0488659449924353,0.00266022515773366,0.0234262132703746,"Consistent",-0.142697552918997
"SLC7A5P1",-0.0535700164242048,0.315756592227901,-0.152786511,0.0269179464048275,-0.217890601246925,0.00511284430186819,0.00267181255404626,0.0234804961194228,"Consistent",-0.141415709557043
"SNTB2",-0.100474049907711,0.188313316352643,-0.176918904,0.0763771076341026,-0.224230807800856,0.00303590622619295,0.00268230857272708,0.0235358127942,"Consistent",-0.167207920569522
"SEPTIN8",-0.136398934739097,0.267228592600811,0.205861759922334,0.0218951279412741,-0.104862047491263,0.00745869290023937,0.00268109567702408,0.0235358127942,"Mixed",-0.0117997407693419
"ROGDI",-0.0780473290047663,0.288644350556966,-0.180174683,0.0568147900538127,-0.156924335778614,0.00269373070150266,0.002707992987414,0.0237022378123453,"Consistent",-0.138382115927793
"UQCRB",0.0444295019308942,0.467169657283636,-0.341323131,0.00286252582950721,-0.113845325945698,0.0329928809572759,0.00270526175684601,0.0237022378123453,"Mixed",-0.136912985004935
"PTCD1",-0.0671117719147531,0.123882519022228,0.172018482509837,0.0255796417842655,-0.110285222094438,0.0140200626998298,0.002720682440587,0.0237174122287144,"Mixed",-0.00179283716645143
"SLC25A44",0.0495955100046412,0.395615011182296,-0.135197572,0.0209067887348463,-0.119337198714409,0.00536396314217532,0.00271755793644502,0.0237174122287144,"Mixed",-0.068313086903256
"CCNI",0.0654987578989594,0.517926633717598,-0.24307425,0.000719099218871528,-0.0731768783913225,0.11906453712078,0.00271649908914877,0.0237174122287144,"Mixed",-0.0835841234974544
"ARF1",0.0522571295653691,0.346850429604612,-0.366764913,0.015110891173487,-0.223825515488993,0.00851548479368378,0.00273090986773976,0.0237428301687227,"Mixed",-0.179444432974541
"PRPS1",-0.214792447364569,0.145549660160086,-0.531145373,0.00625031714018662,-0.281311670688503,0.0491487466161081,0.00273495507754024,0.0237462108971726,"Consistent",-0.34241649701769
"ENTPD3",0.0831837732952572,0.507213368887035,-0.390130931,0.00213209089746315,-0.142427449286927,0.0413263413536467,0.00273391055990614,0.0237462108971726,"Mixed",-0.14979153566389
"TFAM",-0.0721795389336393,0.20886090731248,-0.122839428,0.0662651502654775,-0.237833502981919,0.00323704046357794,0.00273942384189466,0.0237691224331127,"Consistent",-0.144284156638519
"CACNA1D",-0.115504175651741,0.065147113973018,0.130944042833137,0.0738350574462547,-0.131721090340995,0.00935961337730223,0.00275043632704297,0.0238060965817765,"Mixed",-0.0387604077198662
"COL6A2",-0.2790445466427,0.000884084876070293,-0.04770499,0.344082973271092,-0.121473608309827,0.149660998849028,0.00277573042332083,0.0240017795939637,"Consistent",-0.149407714984176
