"Gene","logFC_12649","P_12649","logFC_21138","P_21138","logFC_53987","P_53987","MetaP","FDR","Direction","MeanLogFC","Significant"
"GOT1",-0.0886979789943858,0.565916183111444,-0.510971162,0.00257526302116144,-0.170973894023627,0.0208222955813509,0.00198804395388205,0.0204779563179809,"Consistent",-0.256881011672671,TRUE
"SFPQ",0.252263132905515,0.0039643224108705,-0.117239179,0.104693226478299,-0.118914170971097,0.073701124309913,0.00200116549387191,0.0204993206623834,"Mixed",0.00536992764480605,TRUE
"ERCC6",-0.132199699122509,0.00586891888719954,-0.079612971,0.213683832577471,-0.140673146648388,0.0242676545357177,0.00199279549048679,0.0204993206623834,"Consistent",-0.117495272256966,TRUE
"PELO",-0.135888945089606,0.0508530102195834,-0.241877056,0.0158708309312724,-0.135299969837387,0.0378190475140935,0.0019976116127751,0.0204993206623834,"Consistent",-0.171021990308998,TRUE
"CAPN2",0.129950691882261,0.0850892205538019,0.127886092350788,0.0571830518993072,0.183245898222392,0.00628534143108456,0.00200081956646085,0.0204993206623834,"Consistent",0.14702756081848,TRUE
"TNS1",0.176703425592625,0.0955705507568685,0.152743469350502,0.10192503878814,0.264926731846554,0.00313786694649783,0.00199993992923271,0.0204993206623834,"Consistent",0.198124542263227,TRUE
"CCNB1",-0.0651307208471028,0.294299375609754,-0.344145023,0.0136640502179681,-0.223665355953857,0.00758953408278187,0.00199744823063414,0.0204993206623834,"Consistent",-0.21098036660032,TRUE
"LMO4",-0.0701707339787223,0.320413172502377,-0.390450151,0.0109052717215348,-0.239290699551301,0.00875107926212553,0.00200058263033313,0.0204993206623834,"Consistent",-0.233303861510008,TRUE
"ACTR3B",0.146420838926397,0.245602374361396,-0.351744882,0.0149258681732486,-0.173553097403307,0.00836031379930322,0.00200433803632397,0.0204994856329229,"Mixed",-0.12629238015897,TRUE
"CPQ",0.0222541388239135,0.733380960152803,0.210712045989305,0.00945993544418671,0.211841080278753,0.00441654705985589,0.00200397952939845,0.0204994856329229,"Consistent",0.148269088363991,TRUE
"MRPL23",-0.121375574637035,0.0630582953811348,-0.143842093,0.0318550698417502,-0.142694837791522,0.0152871340403888,0.00200758819095887,0.020516572000287,"Consistent",-0.135970835142852,TRUE
"RPL4",0.118104324906664,0.00274990963678649,0.0583708720331853,0.168749457250944,0.0736508129266848,0.0667383014339149,0.00202171868062226,0.0206310375335328,"Consistent",0.0833753366221781,TRUE
"CDKN2D",-0.125216301443338,0.111747315777117,-0.184755485,0.0154648982616743,-0.138278604267494,0.0179232194087212,0.00202196556934231,0.0206310375335328,"Consistent",-0.149416796903611,TRUE
"DAAM1",0.189279431760395,0.050103258653557,0.159207090349899,0.0651158053547918,0.261600424015811,0.00951559165863451,0.00202576687174109,0.0206535996052158,"Consistent",0.203362315375368,TRUE
"DLEU2",0.176752557774589,0.000838447223046482,0.0382808540954169,0.302120208964257,-0.0816047730021214,0.122770499987738,0.00202870090177267,0.0206672909906865,"Mixed",0.0444762129559614,TRUE
"YME1L1",0.225792065531306,0.00453625567912566,-0.231985603,0.0354430081264345,-0.139388616375547,0.193845699952281,0.00203230882916321,0.0206878208322891,"Mixed",-0.0485273846147471,TRUE
"IZUMO4",0.0748497645378459,0.370050684505717,0.319993034318745,0.00437580343014615,0.194720165372909,0.0193777084257924,0.00204368663486187,0.0207873498044016,"Consistent",0.1965209880765,TRUE
"CYTH3",-0.0556512317725275,0.411046987773217,0.140857932015259,0.0158487577547356,-0.178509761882539,0.00483274379331953,0.00204936169327529,0.0208287629373653,"Mixed",-0.0311010205466026,TRUE
"EZR",0.200093931531666,0.13435572695786,0.369156256025628,0.0254683919004035,0.26452046897033,0.009265205869004,0.00206120549094827,0.0209327585003339,"Consistent",0.277923552175875,TRUE
"COX8A",-0.120348048096449,0.00454186088409285,-0.120783696,0.0590309257161006,-0.0781465857560821,0.118711826329497,0.00206785360020511,0.0209484075599939,"Consistent",-0.106426109950844,TRUE
"RPP25",-0.155871938710698,0.00662290862329356,-0.189424774,0.0236779259215409,-0.0904544798130207,0.203414780826794,0.00207165862601481,0.0209484075599939,"Consistent",-0.145250397507906,TRUE
"UBE2J1",0.166314660863343,0.0298987437412447,-0.231268213,0.0136500454431083,-0.133369785735752,0.0778455872989805,0.00206476602580165,0.0209484075599939,"Mixed",-0.0661077792908029,TRUE
"TOMM70",0.140832050838657,0.038785164777812,-0.45379237,0.00818100789097146,-0.162502767187133,0.100480367451271,0.00207078785686662,0.0209484075599939,"Mixed",-0.158487695449492,TRUE
"PRKAG2",0.0475639355080051,0.157877658290537,-0.237363494,0.0307089385941538,-0.177845982473952,0.00658239019693246,0.00207242310528849,0.0209484075599939,"Mixed",-0.122548513655316,TRUE
"FBXO28",0.0920618336800194,0.242380796298442,-0.274056109,0.010459758506286,-0.26424733528781,0.0125725290658198,0.00207035055014957,0.0209484075599939,"Mixed",-0.14874720353593,TRUE
"ADD2",0.194284707517387,0.0181532693043905,-0.170039054,0.0426785517128309,0.110143811532912,0.0413976110713501,0.00208098796359762,0.0210036496192929,"Mixed",0.0447964883500995,TRUE
"NRG1",-0.0513178025885042,0.324616974195786,-0.23535261,0.0706686212943191,-0.179288425241654,0.0013995381647158,0.00208273929553077,0.0210036496192929,"Consistent",-0.155319612610053,TRUE
"DSC2",0.0323580978831588,0.35627561053696,0.157302791046686,0.00663554376063597,0.227195718016314,0.0135741553350141,0.00208191972763869,0.0210036496192929,"Consistent",0.138952202315386,TRUE
"STX16",-0.104206014975684,0.159891345012337,-0.210851153,0.173693075463124,-0.31432428348834,0.00116095504336343,0.00209003350150155,0.0210608573708329,"Consistent",-0.209793817154675,TRUE
"LRPPRC",0.0984553584711261,0.305329669818591,-0.293906602,0.00272791010701073,-0.11123255662188,0.0388105623963925,0.00209450942475998,0.021089599161401,"Mixed",-0.102227933383585,TRUE
"UBE2B",0.0418606262000019,0.598970622598698,-0.307348817,0.00890788789989258,-0.402179529596815,0.00607597152262887,0.00209947665228423,0.0211232395325483,"Mixed",-0.222555906798938,TRUE
"MYO1C",0.130721065068364,0.103733646534319,0.159588005657278,0.0219552733279368,0.232302076212651,0.0142625809232694,0.002102911519888,0.0211414223930536,"Consistent",0.174203715646098,TRUE
"DCXR",0.0617303284149457,0.298849276359098,0.20318329373824,0.0226562976824335,0.206989134647307,0.00481791992584508,0.00211029017838904,0.0211828123084199,"Consistent",0.157300918933497,TRUE
"TBC1D9",-0.119287196606136,0.300811705802496,-0.367928458,0.00496982949829728,-0.264219145337697,0.0218081964846012,0.00210930941012454,0.0211828123084199,"Consistent",-0.250478266647944,TRUE
"SNX17",-0.103479560227589,0.0413161253565773,-0.154861847,0.0421679885934617,-0.0988914363616473,0.0189565377582322,0.00213188366263374,0.0213756048154965,"Consistent",-0.119077614529745,TRUE
"VDAC1",-0.165569778701114,0.322355486792242,-0.400655359,0.00757732134670489,-0.231079660014782,0.0135280150992732,0.00213278803917803,0.0213756048154965,"Consistent",-0.265768265905299,TRUE
"MAPKAPK5",-0.108363041910667,0.0263867575721691,-0.186808538,0.0172719192862098,-0.167933141422504,0.0727505625844412,0.00213878241939525,0.0214191556249228,"Consistent",-0.15436824044439,TRUE
"NBN",0.119684912784163,0.0298359910671998,0.206144375496869,0.0558021691978635,-0.191743040844893,0.0199549243502737,0.00214235348978705,0.0214383894290015,"Mixed",0.0446954158120463,TRUE
"CIDEA",-0.14137885171816,0.0730779554947497,-0.170061432,0.0920888655836642,-0.267558518187833,0.00494607694019048,0.00214566187764919,0.0214549669967554,"Consistent",-0.192999600635331,TRUE
"SPAG6",-0.117019174529736,0.0409877842880775,-0.176887386,0.00270485447347063,-0.055723212134648,0.301925816950767,0.00215564152883045,0.021538175244599,"Consistent",-0.116543257554795,TRUE
"LRRC17",-0.160161801336375,0.0309310687178142,-0.099251781,0.289450089541253,-0.359512673024249,0.0037526527266335,0.00216223328311528,0.0215709515278115,"Consistent",-0.206308751786875,TRUE
"MPPED2",-0.0356757407286494,0.452794701338899,-0.306818951,0.00412036817176445,-0.21460042247714,0.0180082737363836,0.00216224335123647,0.0215709515278115,"Consistent",-0.18569837140193,TRUE
"SLC2A10",0.00661038524064761,0.937226690008575,0.267149503609458,0.0281094602535486,0.405677607765183,0.00128053303894314,0.00216955522723636,0.0216272853772626,"Consistent",0.22647916553843,TRUE
"DCP2",0.158028977458768,0.02310096218261,0.178572615551467,0.0431615946434917,0.129523132410483,0.0339515467203011,0.00217573748680604,0.0216556737288304,"Consistent",0.155374908473573,TRUE
"MARK2",-0.0752726232835892,0.145263456542831,-0.075506744,0.217098995801793,-0.216514073050271,0.00107258272555321,0.00217432511030995,0.0216556737288304,"Consistent",-0.122431146777953,TRUE
"ARFIP1",0.193672396495145,0.00223934880940079,-0.074442528,0.457315401324373,-0.194167526191141,0.0331333364601181,0.00217993550193177,0.0216627572941879,"Mixed",-0.0249792192319987,TRUE
"NDUFAF7",-0.0410654860051687,0.35834520824087,-0.234665615,0.0260711480227956,0.229810943709682,0.00363341653782577,0.002180656341323,0.0216627572941879,"Mixed",-0.0153067190984954,TRUE
"GUCY1A1",-0.0350290546667402,0.585572227840319,-0.225504083,0.0444301526128837,-0.355878733656764,0.00130530201158949,0.00218145250140871,0.0216627572941879,"Consistent",-0.205470623774502,TRUE
"KAT6B",0.153351121580212,0.0445040515219837,0.0337562948306358,0.208021701468416,-0.16650849381375,0.00367363893632575,0.00218408460244698,0.0216723261277187,"Mixed",0.00686630753236598,TRUE
"DCTN3",-0.0829122262918194,0.316015918725996,-0.265839911,0.0147013731431531,-0.16786445609854,0.0073541212444581,0.00219236081253632,0.0217251227653862,"Consistent",-0.17220553113012,TRUE
"KCTD15",-0.0198660693220978,0.702262639932363,0.253004764839024,0.0270722149454297,0.225494071498744,0.00179749605243649,0.00219275047697446,0.0217251227653862,"Mixed",0.152877589005223,TRUE
"KPNA6",-0.114026848026439,0.0277651040316757,-0.111173675,0.160487258547025,0.11396412924878,0.00768425309741253,0.00219629111953467,0.0217436168838688,"Mixed",-0.0370787979258865,TRUE
"ZBTB43",0.120341175840469,0.00450130237904392,0.120405621440117,0.167492691736231,0.127412960904897,0.0455357427056845,0.00220106793546698,0.0217743118155221,"Consistent",0.122719919395161,TRUE
"BASP1",0.0730683603880511,0.349267647106372,-0.195919358,0.00452235169942218,-0.0789883203333286,0.0217701676086432,0.00220398498390177,0.0217865760699392,"Mixed",-0.0672797726484258,TRUE
"TUT7",0.108084075221284,0.0306908326904248,0.175200267772512,0.0256787394902293,0.160254303800922,0.0437494746915892,0.00220888628091812,0.0218184212188939,"Consistent",0.147846215598239,TRUE
"GHITM",0.123610428776109,0.200576923309215,-0.372878794,0.00518248732359437,-0.198798610758192,0.0332782875587894,0.00221486622415541,0.0218276914913161,"Mixed",-0.149355658660694,TRUE
"UBE2G2",-0.0654092883689366,0.31323362436526,0.148686627721913,0.0516528333797109,-0.219771459573165,0.00213750286555606,0.00221440003632174,0.0218276914913161,"Mixed",-0.0454980400733962,TRUE
